,Output,Corrections on Output,,,
numbers,( a the ~ ) majority ( of ~ ),,,
in great/large measure,( a the ~ ) major part percentage portion proportion ( of ~ ),,,
in great/large part,( a the ~ ) ( overwhelming vast ) preponderance ( of ~ ),,,
in great/large quantities,( a the ~ ) plurality ( of ~ ),,,
in many/most cases,( a the ~ ) ( significant substantial ) amount ( of ~ ),,,
in many/most circumstances,( a the ~ ) ( significant substantial ) fraction ( of ~ ),,,
in many/most instances,( a the ~ ) ( significant substantial ) majority ( of ~ ),,,
in many/most situations,( a the ~ ) ( significant substantial ) number ( of ~ ),,,
in no small measure,( a the ~ ) ( significant substantial ) part ( of ~ ),,,
in no small part,( a the ~ ) ( significant substantial ) percentage ( of ~ ),,,
in the main,( a the ~ ) ( significant substantial ) portion ( of ~ ),,,
just about,( a the ~ ) ( significant substantial ) proportion ( of ~ ),,,
(the) lion's share,( a the ~ ) ( significant substantial ) quantity ( of ~ )( a a certain some ~ ) part ( of ~ ),,,
most but not all,( a a certain some ~ ) percentage ( of ~ ),,,
(a/a fair/any) number (of),( a a certain some ~ ) portion ( of ~ ),,,
on/upon the whole,( a a certain some ~ ) proportion ( of ~ ),,,
predominant/predominantly,( a a certain some ~ ) quantity ( of ~ ),,,
primary/primarily,( a the ~ ) preponderance ( of ~ ),,,
principal/principally,in ( almost ~ ) ( all every cases circumstances instances situations ),,,
to a great/large degree,in many most cases,,,
to a great/large extent,in many most circumstances,,,
with few/rare exception(s),in many most instances,,,
(a/the) considerable/good/great/huge/large/sizable/vast,in many most regards in,,,
amount (of),many most respects in,,,
(a/the) considerable (good/great/huge/large/,many most situations,,,
overwhelming/sizable/vast/wide) majority (of),more often than not,,,
(a/the) considerable/good/great/huge/large/,most ( of the ~ ) time(s),,,
overwhelming/sizable/vast number (of),usually but not always,,,
(a/the) considerable/good/great/huge/large/sizable/vast,almost without exception,,,
part (of),( with few rare exceptions ),,,
(a/the) considerable/good/great/huge/large/,( a the ~ ) ( significant substantial minority of ),,,
overwhelming/sizable/vast percentage (of),( all ~ ) alone by ( himself herself ),,,
(a/the) considerable/good/great/huge/large/sizable/vast,( all ~ ) by ( itself themselves ),,,
portion (of),( all ~ ) by -self -selves,,,
(a/the) considerable/good/great/huge/large/sizable/vast proportion (of),high and dry,,,
(a/the) considerable/good/great/huge/large/sizable/vast,in isolation ( from ~ ),,,
quantity (of),alongside of,,,
(a/the) great/large fraction (of),( as compared to with ),,,
(a/the) high percentage (of),( as contrasted to with ),,,
(a/the) high proportion (of),( as opposed to ),,,
(a/the) large/overwhelming/sizable/vast plurality (of),( by comparison to with ),,,
(a/the) majority (of),( by contrast to with ),,,
(a/the) major part/percentage/portion/proportion (of),( compared to with ),,,
(a/the) overwhelming/vast preponderance (of),( contrasted to with ),,,
(a/the) plurality (of),( in comparison to with ),,,
(a/the) significant/substantial amount (of),( in contrast to with ),,,
(a/the) significant/substantial fraction (of),( in relation relationship to ),,,
(a/the) significant/substantial majority (of),in the company of,,,
(a/the) significant/substantial number (of),in the presence of,,,
(a/the) significant/substantial part (of),measured against,,,
(a/the) significant/substantial percentage (of),relative to,,,
(a/the) significant/substantial portion (of),side by side ( with ~ ),,,
(a/the) significant/substantial proportion (of),( when compared to with ),,,
(a/the) significant/substantial quantity (of),( when measured against ),,,
(a/a certain/some) part (of),accompanied by,,,
(a/a certain/some) percentage (of),in association with,,,
(a/a certain/some) portion (of),in combination with,,,
(a/a certain/some) proportion (of),in company with,,,
(a/a certain/some) quantity (of),in conjunction with,,,
(a/the) preponderance (of),in connection with,,,
in (almost) all/every cases/circumstances/instances/,together with,,,
situations,out loud,,,
in many/most cases,alphabetical,,,
in many/most circumstances,put in alphabetical order,,,
in many/most instances,alphanumerical,,,
in many/most regards in,alphanumerical,,,
many/most respects in,additionally,,,
many/most situations,also SKIP3 as well,,,
more often than not,also SKIP3 too,,,
most (of the) time(s),and SKIP3 also,,,
usually but not always,and SKIP3 ( further furthermore in addition moreover what's more ),,,
almost without exception,as a matter of fact,,,
with few/rare exception(s),by the same token,,,
(a/the) significant/substantial minority (of),for that matter,,,
(all) alone by himself/herself,furthermore,,,
(all) by itself/themselves),in addition,,,
(all) by -self/-selves),in the next place,,,
high and dry,in the second place,,,
in isolation (from),in the third place,,,
alongside of,next of all,,,
as compared to/with,on top of ( that this ~ ),,,
as contrasted to/with,alternative choice,,,
as opposed to,albeit,,,
by comparison to/with,despite the fact that,,,
by contrast to/with,in spite of the fact that,,,
compared to/with,irregardless of the fact that,,,
contrasted to/with,irrespective of the fact that,,,
in comparison to/with,notwithstanding the fact that,,,
in contrast to/with,regardless of the fact that,,,
in relation/relationship to,all things considered,,,
in the company of,at the end of the day,,,
in the presence of,in the ( final last ~ ) analysis,,,
measured against,under any ( circumstances conditions ),,,
relative to,when all is said and done,,,
side by side (with),when it you comes gets right down to it,,,
when compared to/with,all the time,,,
when measured against,always and forever,,,
accompanied by,at every turn,,,
in association with,day in ( and ~ ) day out,,,
in combination with,for ever and a day,,,
in company with,forevermore,,,
in conjunction with,from the beginning ( start ~ ),,,
in connection with,in ( almost ~ ) ( all every cases circumstances instances situations ),,,
together with,in ( each every ~ ) ( case circumstance instance situation ),,,
out loud,in perpetuity,,,
alphabetical,on ( each every ~ ) occasion,,,
put in alphabetical order,without exception,,,
alphanumerical,year in ( and ~ ) year out,,,
alphanumerical,"( 8:00 ) a.m, morning,",,,
additionally,bring together,,,
also SKIP3 aswell,breadth and depth,,,
also SKIP3 too,kinder ( and ~ ) gentler,,,
and SKIP3 also,in ( the ~ ) time(s) of,,,
and SKIP3 further/furthermore/in addition/moreover/ what's more,in the middle of,,,
as a matter of fact,in the midst of,,,
by the same token,alongside of,,,
for that matter,in the company of,,,
furthermore,in the middle of,,,
in addition,in the midst of,,,
in the next place,in the presence of,,,
in the second place,"on, part,",,,
in the third place,"on the, side,",,,
next of all,on the part of,,,
on top of (that/this),side by side ( with ~ ),,,
alternative choice,in ( our ~ ) midst,,,
albeit,is ( the ~ ) equal to,,,
despite the fact that,is ( the ~ ) equivalent of to,,,
in spite of the fact that,is identical to with,,,
irregardless of the fact that,is tantamount to,,,
irrespective of the fact that,( a the ~ ) high degree ( of ~ ),,,
notwithstanding the fact that,( a the ~ ) high level ( of ~ ),,,
regardless of the fact that,( an the ~ ) abundance of,,,
all things considered,significant substantial,,,
at the end of the day,substantive,,,
in the final/last analysis,considerably,,,
under any circumstances/conditions,significantly substantially,,,
when all is said and done,( a the ~ ) ( broad extensive great vast wide array of ),,,
when it/you comes/gets right down to it,detailed in-depth analysis,,,
all the time,analytical,,,
always and forever,analyze in depth in detail,,,
at every turn,accompanied by,,,
day in (and) day out,additionally,,,
for ever and a day,"and, also,",,,
forevermore,"and, as well,",,,
from the beginning (start),"and, ( further furthermore in addition moreover ),",,,
in (almost) all/every cases/circumstances/instances/,what's more,,,
situations,and SKIP3 too,,,
in each/every case/circumstance/instance/situation,and so,,,
in perpetuity,and yet,,,
on each/every occasion,as a matter of fact,,,
without exception,as well asby the same token,,,
year in (and) year out,for that matter,,,
(8:00) a.m,furthermore,,,
bring together,in addition,,,
breadth and depth,in association with,,,
kinder (and) gentler,in combination with,,,
in (the) time(s) of,in company with,,,
in the middle of,in conjunction with,,,
in the midst of,in connection with,,,
alongside of,in the next place,,,
in the company of,in the second place,,,
in the middle of,in the third place,,,
in the midst of,next of all,,,
in the presence of,on top of ( that this ~ ),,,
on,together with,,,
on the,mutual SKIP3 ( and between both each other ),,,
on the part of,one another two,,,
side by side (with),"e.g, ( and others and so forth and so on and such ),",,,
in (our) midst,and the like et al. etc.,,,
is (the) equal to,"like, ( and others and so forth and so on and such and ),",,,
is (the) equivalent of/to,the like et al. etc.,,,
is identical to/with,"for example, ( and others and so forth and so on and ),",,,
is tantamount to,such and the like et al. etc. or whatever,,,
(a/the) high degree (of),"for instance, ( and others and so forth and so on and ),",,,
(a/the) high level (of),such and the like et al. etc. or whatever,,,
(an/the) abundance of,"such as, ( and others and so forth and so on and such ),",,,
significant/substantial,and the like et al. etc. or whatever,,,
substantive,and etc.let cetera,,,
considerably,( and everything stuff things ) like that,,,
significantly/substantially,and so on and so forth,,,
(a/the) broad/extensive/great/vast/wide array of,"et cetera, et cetera, et cetera ( etc., etc., etc. ~ ) and etc. et cetera",,,
detailed/in-depth analysis,( and everything stuff things ) like that,,,
analytical,and so on and so forth,,,
analyze in depth/in detail,"et cetera, et cetera, et cetera ( etc., etc., etc. ~ )",,,
accompanied by,"( along with and combined with coupled with plus ),",,,
additionally,together with SKIP3 the fact that,,,
and,and etc.let cetera,,,
and,( and everything stuff things ) like that,,,
and,and so on and so forth,,,
what's more,"et cetera, et cetera, et cetera ( etc., etc., etc. ~ ) over again",,,
and SKIP3 too,( a ~ ) case in point,,,
and so,for one SKIP3 ( be ~ ) an example an instance,,,
and yet,negative feeIi ngs,,,
as a matter of fact,furiously angry,,,
as well as,in a bad mood,,,
.,annual anniversary,,,
by the same token,according to,,,
for that matter,bring attention to,,,
furthermore,bring into the open,,,
in addition,bring to SKIP3 attention ( of ~ ),,,
in association with,bring to light,,,
in combination with,call SKIP3 attention to,,,
in company with,call to SKIP3 attention ( of ~ ),,,
in conjunction with,concentrate ( media people's public ~ ) attention on upon,,,
in connection with,direct SKIP3 attention to,,,
in the next place,draw attention to,,,
in the second place,focus ( media people's public ~ ) attention on upon,,,
in the third place,negative feelings,,,
next of all,sick and tired,,,
on top of (that/this),year in ( and ~ ) year out,,,
together with,take precedence over,,,
mutual SKIP3 and/between/both/each other/,take priority over,,,
one another/two,anticipate ahead,,,
e.g,anticipate ahead of time,,,
and the like/et al./etc.,anticipate in advance,,,
like,fear and trembling,,,
the like/et al./etc.,any and all,,,
for example,anything something in the way of,,,
such/and the like/et al./etc./or whatever,individual(s),,,
for instance,anybody anyone and everybody everyone,,,
such/and the like/et al./etc./or whatever,all just the same,,,
such as,at any rate,,,
and the like/et al./etc./or whatever,be that as it may,,,
and etc.let cetera,by one means or another,,,
and everything/stuff/things like that,in any case event,,,
and so on and so forth,nevertheless,,,
"et cetera, et cetera, et cetera (etc., etc., etc.) and etc./et cetera/",nonetheless,,,
and everything/stuff/things like that,( in ~ ) one way or another,,,
and so on and so forth,individual(s),,,
"et cetera, et cetera, et cetera (etc., etc., etc.)",at from in on to any each every some ( area locale locality location place point position region site spot ),,,
